日期,情绪总和,情绪计数
2024-09-07,0.041276477422019,1
2024-09-08,2.840438694996203,3
2024-09-09,1.47944958208671,3
2024-09-10,1.4734261239525013,2
2024-09-11,0.1899874675117127,1
2024-09-13,0.987912607575742,1
2024-09-14,0.9014911560238617,1
2024-09-16,0.1092808043404804,1
2024-09-18,2.987771732450894,3
2024-09-19,0.994945206027106,1
2024-09-20,1.8036215415666736,2
2024-09-21,1.8897075428189771,3
2024-09-23,2.1701115369295874,3
2024-09-24,0.1768702784111134,1
2024-09-25,2.0843138515152777,3
2024-09-26,2.4009387771708903,3
2024-09-27,3.657940234147421,4
2024-09-28,1.9433879712297473,3
2024-09-30,7.695730448385726,8
2024-10-01,0.2407425914285338,1
2024-10-02,1.377416240810163,2
2024-10-03,2.9474102352035145,3
2024-10-04,1.952623047547698,2
2024-10-05,0.9999504506117212,1
2024-10-06,0.9941124453710388,1
2024-10-07,2.892845948287893,3
2024-10-08,3.9169845324441495,5
2024-10-09,1.9965546125042168,2
2024-10-10,6.426030481599206,7
2024-10-11,3.854428475934882,4
2024-10-12,0.8528603905422382,1
2024-10-13,3.9657042017778457,4
2024-10-14,4.374513373702632,6
2024-10-15,1.9860704929311044,2
2024-10-16,2.8798345376151024,3
2024-10-17,0.9998575440124288,1
2024-10-18,1.9929005683372305,2
2024-10-19,1.9942286123254136,2
2024-10-21,1.9976014981245025,2
2024-10-22,1.99825093004329,2
2024-10-23,0.973030912982502,1
2024-10-24,0.90823131735096,1
2024-10-25,2.961716654830937,3
2024-10-26,0.9940589382855478,1
2024-10-27,0.9943767947899762,1
2024-10-28,4.426637702966508,5
2024-10-29,1.9985206406226568,2
2024-10-30,0.9785234019008812,1
2024-10-31,2.805871659023317,3
2024-11-01,2.195957672629958,3
2024-11-02,0.9990202244078954,1
2024-11-04,2.048610460522968,3
2024-11-08,0.9501926749399082,1
2024-11-09,2.5553494406357964,3
2024-11-10,0.9976930777863284,1
2024-11-11,3.946332094852282,4
2024-11-12,1.9745132081423815,2
2024-11-13,0.9206458554834168,1
2024-11-14,3.686278122700083,4
2024-11-15,3.669048361007383,4
2024-11-18,3.4682347674688705,4
2024-11-19,2.1171686896328836,3
2024-11-21,1.6288174447482224,2
2024-11-22,3.135604641374625,4
2024-11-23,2.8566224533504476,3
2024-11-24,1.980538035167389,2
2024-11-26,3.472336672575689,4
2024-11-27,1.9764832582231433,2
2024-11-28,2.9262943432462944,4
2024-11-29,3.9863890207264663,4
2024-11-30,2.849980985102776,3
2024-12-02,3.85705831027288,4
2024-12-03,0.9237614821791896,1
2024-12-04,2.6428328667413328,3
2024-12-05,0.9999950923706188,1
2024-12-06,0.3365191940692096,1
2024-12-07,2.953603214964099,4
2024-12-09,1.9161014204904827,2
2024-12-10,1.9922877387122775,2
2024-12-11,2.905126271792577,3
2024-12-12,4.878491841519548,5
2024-12-13,2.7447730872046288,3
2024-12-14,0.9999729135230911,1
2024-12-15,2.9019138220964775,3
2024-12-16,3.9068634011398062,4
2024-12-18,0.9940926179515688,1
2024-12-19,1.5577112232262833,2
2024-12-20,0.9994958826249812,1
2024-12-21,1.3371081605340611,2
2024-12-22,1.9923113436520516,2
2024-12-23,1.996342742885709,2
2024-12-24,0.3137061897516081,1
2024-12-25,1.1604896801869538,2
2024-12-26,3.934852063096147,4
2024-12-27,0.999871255531512,1
2024-12-28,1.96234082054976,2
2024-12-29,0.7086608240647121,1
2024-12-30,3.8743386215165954,4
2024-12-31,0.9924005647106166,1
2025-01-01,1.4663173764242492,3
2025-01-02,7.548158990324697,8
2025-01-03,0.822586697125198,1
2025-01-04,2.2141665520177827,3
2025-01-05,0.3823751565464011,1
2025-01-06,4.35773876360957,7
2025-01-07,3.516303133727622,4
2025-01-09,0.9992522632220966,1
2025-01-11,1.9231609090517252,2
2025-01-12,0.9999572773015148,1
2025-01-13,2.8683495565771437,3
2025-01-14,1.9973824401480456,2
2025-01-15,0.8174498125061097,1
2025-01-17,0.397399125487913,1
2025-01-18,1.9295191335243824,2
2025-01-19,0.8782177456075311,1
2025-01-20,2.7215327389004376,3
2025-01-21,2.89165243478942,3
2025-01-22,0.9298542698860516,1
2025-01-23,3.793992141661481,4
2025-01-24,1.847647479332586,2
2025-01-26,0.9999956525236022,1
2025-01-27,1.7286370225012977,2
2025-01-29,1.572504676784059,2
2025-01-30,0.198190472527601,1
2025-01-31,1.843061824287668,2
2025-02-01,0.995670180885921,1
2025-02-02,2.510066958379172,3
2025-02-05,4.9591475998285945,5
2025-02-06,3.8651660816307825,4
2025-02-07,1.7696204490457894,2
2025-02-08,2.9859684412957423,3
2025-02-09,0.9998976235695304,1
2025-02-10,1.9916074255396587,2
2025-02-11,1.193141106468463,2
2025-02-12,1.061806375901699,2
2025-02-13,0.992956665426363,1
2025-02-14,3.113607691600162,4
2025-02-15,0.996724396617228,1
2025-02-16,0.3072899177528336,1
2025-02-17,2.838363986138016,4
2025-02-18,1.9051401640596517,3
2025-02-19,0.670255542121509,1
2025-02-20,0.807883534593607,1
2025-02-21,0.9741353914626302,1
2025-02-22,2.784122432625866,3
2025-02-24,1.6072248101899689,3
2025-02-26,1.7318768060334406,3
2025-02-27,1.1443991742350554,2
2025-02-28,1.9971755526483443,2
2025-03-01,2.7505721588233496,3
2025-03-02,10.472119436947814,11
2025-03-03,6.907994475971746,8
2025-03-04,3.5258166533425386,4
2025-03-05,2.2285823307614576,3
2025-03-06,5.261004189224402,7
2025-03-07,2.8126358421232096,3
2025-03-08,2.9531697141961875,3
2025-03-09,4.978137344864151,5
2025-03-10,5.271289323383268,6
2025-03-11,3.1584057297501875,4
